Workspace,Domain,Concern,Status,Severity,Evidence,Recommended Addition,Completion Criteria
Sales Drafts,Sales,Artifacts,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\08_Artifacts\SALES_ARTIFACT_CATALOG.md,"Sales Artifacts is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Ownership,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\02_Agent_Roles\Agent_Registry.md; Sales Drafts\360 Sales System Map. Draft 42.docx; Sales Drafts\Audience Navigation in Sales. Draft 54.docx; Sales Drafts\Sales Operating System Roles. Draft 49.docx; Sales Drafts\Sales Process Clarity. Draft 25.docx,Sales Drafts\00_Governance\SALES_OWNERSHIP_RACI.md,"Sales Ownership is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Validation,Present,None,Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Multi_Agent_Handoff_Template.md; Sales Drafts\06_AI_OPERATIONS\03_Skills\Skill_Library.md; Sales Drafts\06_AI_OPERATIONS\05_Escalations_Approvals\Escalation_Rules.md; Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\Decision_Log.md; Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\Learning_Loop_Log.md; Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\Prompt_Evolution_Log.md,Sales Drafts\09_Validation\SALES_VALIDATION_GATES.md,"Sales Validation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Observability,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\10_Observability\SALES_OBSERVABILITY_DASHBOARD_SPEC.md,"Sales Observability is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Information Storage,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\02_Agent_Roles\Agent_Registry.md; Sales Drafts\Master_Revenue_Commercial_Operating_System_Blueprint.md; Sales Drafts\Master_Source_Paragraph_Index.csv; Sales Drafts\Master_Source_Registry.csv; Sales Drafts\System Blueprint Aglinment. Draft 20.docx,Sales Drafts\10_Observability\SALES_INFORMATION_STORAGE_AND_PERSISTENCE_MAP.md,"Sales Information Storage is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Historical Memory,Missing,Medium-High,No direct source evidence detected for this concern.,Sales Drafts\11_Memory\SALES_HISTORICAL_MEMORY_LOG.md,"Sales Historical Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Operational Memory,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\11_Memory\SALES_OPERATIONAL_MEMORY_LOG.md,"Sales Operational Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Decision Memory,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\11_Memory\SALES_DECISION_LOG.md,"Sales Decision Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Execution Memory,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\11_Memory\SALES_EXECUTION_LOG.md,"Sales Execution Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Learning Systems,Present,None,Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Multi_Agent_Handoff_Template.md; Sales Drafts\06_AI_OPERATIONS\03_Skills\Skill_Library.md; Sales Drafts\06_AI_OPERATIONS\05_Escalations_Approvals\Escalation_Rules.md; Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\AI_Memory_Log_Template.md; Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\Decision_Log.md; Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\Learning_Loop_Log.md,Sales Drafts\12_Learning\SALES_LEARNING_LOOP_PROTOCOL.md,"Sales Learning Systems is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Enterprise Controls,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\00_Governance\SALES_ENTERPRISE_CONTROLS.md,"Sales Enterprise Controls is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Automation,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\06_Automation\SALES_AUTOMATION_REGISTRY_AND_APPROVAL_MATRIX.md,"Sales Automation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Security,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\00_Governance\SALES_SECURITY_AND_ACCESS_POLICY.md,"Sales Security is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Resources,Partially Present,Medium,Sales Drafts\Handling Sales Negatives. Draft 14.docx; Sales Drafts\Phychographics in Sales. Draft 30.docx; Sales Drafts\Sales Cadence Stratergy. Draft 3.docx; Sales Drafts\Sales Gap and Faliures. Draft 2.docx; Sales Drafts\Sales System Dynamic. Draft 10.docx; Sales Drafts\Sales System Payment System Desgin. Draft 39.docx,Sales Drafts\13_Resources\SALES_RESOURCE_AND_CAPACITY_MODEL.md,"Sales Resources is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Knowledge,Present,None,Sales Drafts\06_AI_OPERATIONS\00_Index\AI_Operations_Index.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Build_Summary.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Human_Operator_Guide.md; Sales Drafts\06_AI_OPERATIONS\00_Index\Source_Agent_Mention_Registry.csv; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Agent_Runtime_Template.md; Sales Drafts\06_AI_OPERATIONS\01_System_Prompts\Master_AI_Operating_Constitution.md,Sales Drafts\14_Knowledge\SALES_KNOWLEDGE_GRAPH_INDEX.md,"Sales Knowledge is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Change Management,Missing,High,No direct source evidence detected for this concern.,Sales Drafts\15_Change\SALES_CHANGE_CONTROL_PROTOCOL.md,"Sales Change Management is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
